Date (ex: 2022-08-25),Plan Number (ex: UP20221101001470),Finish Good GMC (ex: VFQ2410),Model (ex: B121SC3),Color (ex: PE),Destination (ex: LZ)
11/24/2022,UP20221129001462,VAN1280,B121,PE,AZ
11/25/2022,UP20221129001513,WH50350,JU109,PE,AZ
11/25/2022,UP20221129001514,WH50350,JU109,PE,AZ
11/25/2022,UP20221129001515,WH50350,JU109,PE,AZ
11/25/2022,UP20221129001516,WH50350,JU109,PE,AZ
11/25/2022,UP20221129001517,WH50350,JU109,PE,AZ
11/25/2022,UP20221129001518,WH50350,JU109,PE,AZ
11/25/2022,UP20221129001519,WH50350,JU109,PE,AZ
11/18/2022,UP20221201000403,VFQ2640,B1SC3,PE,EP
11/18/2022,UP20221201000405,VFQ2670,B1SC3,PW,EP
11/18/2022,UP20221201000406,VFQ2680,B1SC3,PEC,EP
11/18/2022,UP20221201000407,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000408,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000409,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000410,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000411,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000412,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000413,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000420,VFQ2740,B3ESC3,PE,EP
11/18/2022,UP20221201000421,VFQ2740,B3ESC3,PE,EP
11/18/2022,UP20221201000422,VFQ2740,B3ESC3,PE,EP
11/18/2022,UP20221201000423,VFQ2740,B3ESC3,PE,EP
11/18/2022,UP20221201000424,VFQ2740,B3ESC3,PE,EP
11/18/2022,UP20221201000425,VFQ2760,B3ESC3,PM,EP
11/18/2022,UP20221201000426,VFQ2770,B3ESC3,PEC,EP
11/18/2022,UP20221201000432,VFQ3050,JU109SC3,PE,LR2
11/18/2022,UP20221201000414,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000415,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221201000375,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000376,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000377,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000378,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000379,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000387,VAN1290,B121,PE,LZ
11/21/2022,UP20221201000388,VAN1290,B121,PE,LZ
11/18/2022,UP20221201000416,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000417,VFQ2690,B2ESC3,PE,EP
11/18/2022,UP20221201000418,VFQ2710,B2ESC3,PM,EP
11/18/2022,UP20221201000419,VFQ2730,B2ESC3,PEC,EP
11/18/2022,UP20221201000427,VFQ2820,B2SC3,PEC,LP
11/18/2022,UP20221201000431,VFQ2930,P22DSC3,SW,LP
11/21/2022,UP20221201000404,VFQ2640,B1SC3,PE,EP
11/21/2022,UP20221201000428,VFQ2870,B3SC3,PEC,LP
11/21/2022,UP20221201000433,VFQ3110,U1JSC3,PE,LR2
11/21/2022,UP20221201000435,VFQ3350,P121SH3,PEC,EP
11/21/2022,UP20221201000436,VFQ3360,P121SH3,PWH,EP
11/21/2022,UP20221201000438,VFQ3380,P124SH3,PE,EP
11/21/2022,UP20221201000389,VAN1290,B121,PE,LZ
11/21/2022,UP20221201000390,VAN1290,B121,PE,LZ
11/21/2022,UP20221201000441,WH50360,JU109,PE,LZ
11/21/2022,UP20221201000443,WH50420,JX113T,PE,LZ
11/21/2022,UP20221201000444,WN14930,M2,SDW,LZ
11/21/2022,UP20221201000454,WY44100,U1J,PWHC,LZ
11/21/2022,UP20221201000456,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000457,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000458,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000459,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000460,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000461,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000462,ZE62400,B1,PE,LZ
11/21/2022,UP20221201000463,ZF42500,B3,PE,LZ
11/21/2022,UP20221201000465,ZF71250,B2,PE,LZ
11/21/2022,UP20221201000475,ZH66290,B2E,PEC,EZ
11/21/2022,UP20221201000476,ZQ21280,B1,PEC,LZ
11/21/2022,UP20221201000380,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000381,AAC7368,U1J,PE,LZ
11/21/2022,UP20221201000466,ZF71250,B2,PE,LZ
11/22/2022,UP20221201000382,AAC7368,U1J,PE,LZ
11/22/2022,UP20221201000383,AAC7368,U1J,PE,LZ
11/22/2022,UP20221201000384,AAC7368,U1J,PE,LZ
11/22/2022,UP20221201000385,AAC7368,U1J,PE,LZ
11/22/2022,UP20221201000391,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000392,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000393,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000394,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000395,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000396,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000397,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000398,VAN1290,B121,PE,LZ
11/22/2022,UP20221201000442,WH50360,JU109,PE,LZ
11/22/2022,UP20221201000464,ZF42500,B3,PE,LZ
11/22/2022,UP20221201000474,ZH66280,B3E,PWH,EZ
11/22/2022,UP20221201000437,VFQ3370,P121SH3,PWHC,EP
11/23/2022,UP20221201000401,VFQ2380,B113SC3,PE,JP
11/24/2022,UP20221201000434,VFQ3290,U1JSC3,PE,AP
11/24/2022,UP20221201000402,VFQ2380,B113SC3,PE,JP
11/24/2022,UP20221201000386,AAC7369,U1J,PM,AZ
11/24/2022,UP20221201000399,VAR8160,P121GC,PE,AZ
11/24/2022,UP20221201000439,VFV5520,U1J,PE,AZ
11/24/2022,UP20221201000455,WY44110,U1J,PWHC,AZ
11/24/2022,UP20221201000468,ZH56740,U1J,PEC,AZ
11/24/2022,UP20221201000469,ZH56740,U1J,PEC,AZ
11/24/2022,UP20221201000470,ZH56740,U1J,PEC,AZ
11/24/2022,UP20221201000473,ZH56750,U1J,PEC,AZ
11/25/2022,UP20221201000445,WN14940,M2,SDW,AZ
11/25/2022,UP20221201000448,WY14660,JU109,PE,AZ
11/25/2022,UP20221201000449,WY14660,JU109,PE,AZ
11/25/2022,UP20221201000452,WY14680,JX113T,PE,AZ
11/25/2022,UP20221201000453,WY14680,JX113T,PE,AZ
11/25/2022,UP20221201000440,VFV5520,U1J,PE,AZ
11/25/2022,UP20221201000471,ZH56740,U1J,PEC,AZ
11/25/2022,UP20221201000472,ZH56740,U1J,PEC,AZ
11/28/2022,UP20221201000450,WY14660,JU109,PE,AZ
11/28/2022,UP20221201000451,WY14660,JU109,PE,AZ
11/28/2022,UP20221201000467,ZG04870,JU109,PWH,AZ
11/18/2022,UP20221202000435,VFQ2910,P22DSC3,DO,LP
11/21/2022,UP20221202000406,VFQ2640,B1SC3,PE,EP
11/21/2022,UP20221202000417,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000418,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000419,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000420,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000421,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000422,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000423,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000428,VFQ2730,B2ESC3,PEC,EP
11/21/2022,UP20221202000429,VFQ2740,B3ESC3,PE,EP
11/21/2022,UP20221202000430,VFQ2740,B3ESC3,PE,EP
11/21/2022,UP20221202000431,VFQ2740,B3ESC3,PE,EP
11/21/2022,UP20221202000432,VFQ2740,B3ESC3,PE,EP
11/21/2022,UP20221202000433,VFQ2740,B3ESC3,PE,EP
11/21/2022,UP20221202000434,VFQ2770,B3ESC3,PEC,EP
11/21/2022,UP20221202000439,VFQ3110,U1JSC3,PE,LR2
11/21/2022,UP20221202000424,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000425,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000426,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000427,VFQ2690,B2ESC3,PE,EP
11/21/2022,UP20221202000436,VFQ2920,P22DSC3,SE,LP
11/21/2022,UP20221202000403,VCM7890,P22D,SE,LZ
11/21/2022,UP20221202000448,WT58130,P116G,PWH,EZ
11/21/2022,UP20221202000437,VFQ2930,P22DSC3,SW,LP
11/21/2022,UP20221202000464,ZF71250,B2,PE,LZ
11/21/2022,UP20221202000472,ZH66290,B2E,PEC,EZ
11/22/2022,UP20221202000376,AAC7368,U1J,PE,LZ
11/22/2022,UP20221202000377,AAC7368,U1J,PE,LZ
11/22/2022,UP20221202000378,AAC7368,U1J,PE,LZ
11/22/2022,UP20221202000379,AAC7368,U1J,PE,LZ
11/22/2022,UP20221202000380,AAC7368,U1J,PE,LZ
11/22/2022,UP20221202000386,AAC7370,U1J,PM,LZ
11/22/2022,UP20221202000387,AAE6338,B1,PM,EZ
11/22/2022,UP20221202000388,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000389,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000390,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000391,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000407,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000408,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000409,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000440,VFQ3350,P121SH3,PEC,EP
11/22/2022,UP20221202000441,VFQ3370,P121SH3,PWHC,EP
11/22/2022,UP20221202000410,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000411,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000412,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000413,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000414,VFQ2640,B1SC3,PE,EP
11/22/2022,UP20221202000415,VFQ2650,B1SC3,PM,EP
11/22/2022,UP20221202000416,VFQ2680,B1SC3,PEC,EP
11/22/2022,UP20221202000392,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000393,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000394,VAN1290,B121,PE,LZ
11/22/2022,UP20221202000455,WY44100,U1J,PWHC,LZ
11/22/2022,UP20221202000457,WY50520,U1J,SDW,LZ
11/22/2022,UP20221202000459,ZF42500,B3,PE,LZ
11/22/2022,UP20221202000460,ZF42500,B3,PE,LZ
11/22/2022,UP20221202000474,ZQ21310,B3,PEC,LZ
11/22/2022,UP20221202000465,ZF71250,B2,PE,LZ
11/23/2022,UP20221202000444,WH50420,JX113T,PE,LZ
11/23/2022,UP20221202000445,WH50440,JX113C,PM,LZ
11/23/2022,UP20221202000458,ZE62400,B1,PE,LZ
11/23/2022,UP20221202000473,ZQ21280,B1,PEC,LZ
11/23/2022,UP20221202000476,ZW44770,B1,PWH,LZ
11/23/2022,UP20221202000381,AAC7368,U1J,PE,LZ
11/23/2022,UP20221202000382,AAC7368,U1J,PE,LZ
11/23/2022,UP20221202000383,AAC7368,U1J,PE,LZ
11/23/2022,UP20221202000384,AAC7368,U1J,PE,LZ
11/23/2022,UP20221202000385,AAC7368,U1J,PE,LZ
11/23/2022,UP20221202000395,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000396,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000397,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000398,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000399,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000400,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000401,VAN1290,B121,PE,LZ
11/23/2022,UP20221202000461,ZF42500,B3,PE,LZ
11/23/2022,UP20221202000462,ZF42500,B3,PE,LZ
11/23/2022,UP20221202000463,ZF42500,B3,PE,LZ
11/23/2022,UP20221202000438,VFQ3050,JU109SC3,PE,LR2
11/24/2022,UP20221202000404,VFQ2380,B113SC3,PE,JP
11/25/2022,UP20221202000405,VFQ2380,B113SC3,PE,JP
11/25/2022,UP20221202000375,AAC7366,U1J,PE,AZ
11/25/2022,UP20221202000402,VAR8160,P121GC,PE,AZ
11/25/2022,UP20221202000442,VFV5520,U1J,PE,AZ
11/25/2022,UP20221202000447,WN67650,M3,SM,AZ
11/25/2022,UP20221202000467,ZH56740,U1J,PEC,AZ
11/25/2022,UP20221202000468,ZH56740,U1J,PEC,AZ
11/25/2022,UP20221202000469,ZH56740,U1J,PEC,AZ
11/25/2022,UP20221202000470,ZH56740,U1J,PEC,AZ
11/25/2022,UP20221202000475,ZU14100,B113,PWH,JZ
11/28/2022,UP20221202000446,WN14940,M2,SDW,AZ
11/28/2022,UP20221202000449,WY14660,JU109,PE,AZ
11/28/2022,UP20221202000450,WY14660,JU109,PE,AZ
11/28/2022,UP20221202000453,WY14680,JX113T,PE,AZ
11/28/2022,UP20221202000471,ZH56740,U1J,PEC,AZ
11/28/2022,UP20221202000443,VFV5520,U1J,PE,AZ
11/28/2022,UP20221202000456,WY44110,U1J,PWHC,AZ
11/29/2022,UP20221202000451,WY14660,JU109,PE,AZ
11/29/2022,UP20221202000452,WY14660,JU109,PE,AZ
11/29/2022,UP20221202000454,WY14680,JX113T,PE,AZ
11/29/2022,UP20221202000466,ZG04870,JU109,PWH,AZ
11/21/2022,UP20221205000441,VFQ2920,P22DSC3,SE,LP
11/22/2022,UP20221205000421,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000422,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000423,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000424,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000425,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000426,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000431,VFQ2700,B2ESC3,PWH,EP
11/22/2022,UP20221205000434,VFQ2740,B3ESC3,PE,EP
11/22/2022,UP20221205000435,VFQ2740,B3ESC3,PE,EP
11/22/2022,UP20221205000436,VFQ2740,B3ESC3,PE,EP
11/22/2022,UP20221205000437,VFQ2740,B3ESC3,PE,EP
11/22/2022,UP20221205000438,VFQ2740,B3ESC3,PE,EP
11/22/2022,UP20221205000439,VFQ2750,B3ESC3,PWH,EP
11/22/2022,UP20221205000440,VFQ2770,B3ESC3,PEC,EP
11/22/2022,UP20221205000444,VFQ3110,U1JSC3,PE,LR2
11/22/2022,UP20221205000427,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000428,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000429,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000430,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221205000432,VFQ2720,B2ESC3,PW,EP
11/22/2022,UP20221205000433,VFQ2730,B2ESC3,PEC,EP
11/22/2022,UP20221205000442,VFQ2930,P22DSC3,SW,LP
11/22/2022,UP20221205000445,VFQ3350,P121SH3,PEC,EP
11/22/2022,UP20221205000406,VCM7890,P22D,SE,LZ
11/22/2022,UP20221205000407,VCM7910,P22D,DO,LZ
11/22/2022,UP20221205000464,ZF71250,B2,PE,LZ
11/22/2022,UP20221205000472,ZH66290,B2E,PEC,EZ
11/22/2022,UP20221205000475,ZW44780,B2,PWH,LZ
11/23/2022,UP20221205000375,AAC7368,U1J,PE,LZ
11/23/2022,UP20221205000376,AAC7368,U1J,PE,LZ
11/23/2022,UP20221205000377,AAC7368,U1J,PE,LZ
11/23/2022,UP20221205000378,AAC7368,U1J,PE,LZ
11/23/2022,UP20221205000379,AAC7368,U1J,PE,LZ
11/23/2022,UP20221205000380,AAC7368,U1J,PE,LZ
11/23/2022,UP20221205000386,AAC7370,U1J,PM,LZ
11/23/2022,UP20221205000387,AAE6338,B1,PM,EZ
11/23/2022,UP20221205000388,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000389,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000390,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000391,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000410,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000411,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000412,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000413,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000414,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000419,VFQ2650,B1SC3,PM,EP
11/23/2022,UP20221205000420,VFQ2680,B1SC3,PEC,EP
11/23/2022,UP20221205000415,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000416,VFQ2640,B1SC3,PE,EP
11/23/2022,UP20221205000392,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000393,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000394,VAN1290,B121,PE,LZ
11/23/2022,UP20221205000456,WY50520,U1J,SDW,LZ
11/23/2022,UP20221205000458,ZF42500,B3,PE,LZ
11/23/2022,UP20221205000459,ZF42500,B3,PE,LZ
11/23/2022,UP20221205000460,ZF42500,B3,PE,LZ
11/23/2022,UP20221205000476,ZW44790,B3,PWH,LZ
11/23/2022,UP20221205000465,ZF71250,B2,PE,LZ
11/24/2022,UP20221205000457,ZE62400,B1,PE,LZ
11/24/2022,UP20221205000474,ZW44770,B1,PWH,LZ
11/24/2022,UP20221205000417,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221205000381,AAC7368,U1J,PE,LZ
11/24/2022,UP20221205000382,AAC7368,U1J,PE,LZ
11/24/2022,UP20221205000383,AAC7368,U1J,PE,LZ
11/24/2022,UP20221205000384,AAC7368,U1J,PE,LZ
11/24/2022,UP20221205000385,AAC7368,U1J,PE,LZ
11/24/2022,UP20221205000395,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000396,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000397,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000398,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000399,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000400,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000401,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000402,VAN1290,B121,PE,LZ
11/24/2022,UP20221205000461,ZF42500,B3,PE,LZ
11/24/2022,UP20221205000462,ZF42500,B3,PE,LZ
11/24/2022,UP20221205000463,ZF42500,B3,PE,LZ
11/24/2022,UP20221205000418,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221205000443,VFQ3050,JU109SC3,PE,LR2
11/25/2022,UP20221205000408,VFQ2380,B113SC3,PE,JP
11/28/2022,UP20221205000446,VFV5520,U1J,PE,AZ
11/28/2022,UP20221205000409,VFQ2380,B113SC3,PE,JP
11/28/2022,UP20221205000455,WY32280,U1J,SDW,AZ
11/28/2022,UP20221205000467,ZH56740,U1J,PEC,AZ
11/28/2022,UP20221205000468,ZH56740,U1J,PEC,AZ
11/28/2022,UP20221205000469,ZH56740,U1J,PEC,AZ
11/28/2022,UP20221205000473,ZU14100,B113,PWH,JZ
11/29/2022,UP20221205000448,WN14940,M2,SDW,AZ
11/29/2022,UP20221205000449,WY14660,JU109,PE,AZ
11/29/2022,UP20221205000450,WY14660,JU109,PE,AZ
11/29/2022,UP20221205000453,WY14680,JX113T,PE,AZ
11/29/2022,UP20221205000454,WY14680,JX113T,PE,AZ
11/29/2022,UP20221205000466,ZG04870,JU109,PWH,AZ
11/29/2022,UP20221205000403,VAR8140,P118GC,PE,AZ
11/29/2022,UP20221205000404,VAR8140,P118GC,PE,AZ
11/29/2022,UP20221205000447,VFV5520,U1J,PE,AZ
11/29/2022,UP20221205000470,ZH56740,U1J,PEC,AZ
11/29/2022,UP20221205000471,ZH56740,U1J,PEC,AZ
11/30/2022,UP20221205000451,WY14660,JU109,PE,AZ
11/30/2022,UP20221205000452,WY14660,JU109,PE,AZ
11/22/2022,UP20221206000423,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221206000424,VFQ2690,B2ESC3,PE,EP
11/22/2022,UP20221206000445,VFQ3350,P121SH3,PEC,EP
11/23/2022,UP20221206000425,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000426,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000427,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000433,VFQ2700,B2ESC3,PWH,EP
11/23/2022,UP20221206000434,VFQ2720,B2ESC3,PW,EP
11/23/2022,UP20221206000436,VFQ2740,B3ESC3,PE,EP
11/23/2022,UP20221206000437,VFQ2740,B3ESC3,PE,EP
11/23/2022,UP20221206000438,VFQ2740,B3ESC3,PE,EP
11/23/2022,UP20221206000439,VFQ2740,B3ESC3,PE,EP
11/23/2022,UP20221206000441,VFQ2750,B3ESC3,PWH,EP
11/23/2022,UP20221206000442,VFQ2770,B3ESC3,PEC,EP
11/23/2022,UP20221206000428,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000429,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000430,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000431,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000432,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221206000435,VFQ2730,B2ESC3,PEC,EP
11/23/2022,UP20221206000443,VFQ2920,P22DSC3,SE,LP
11/23/2022,UP20221206000444,VFQ2930,P22DSC3,SW,LP
11/23/2022,UP20221206000405,VCM7890,P22D,SE,LZ
11/23/2022,UP20221206000406,VCM7900,P22D,SW,LZ
11/23/2022,UP20221206000407,VCM7910,P22D,DO,LZ
11/23/2022,UP20221206000466,ZF71250,B2,PE,LZ
11/23/2022,UP20221206000467,ZF71250,B2,PE,LZ
11/23/2022,UP20221206000475,ZW44780,B2,PWH,LZ
11/24/2022,UP20221206000376,AAC7368,U1J,PE,LZ
11/24/2022,UP20221206000377,AAC7368,U1J,PE,LZ
11/24/2022,UP20221206000378,AAC7368,U1J,PE,LZ
11/24/2022,UP20221206000379,AAC7368,U1J,PE,LZ
11/24/2022,UP20221206000380,AAC7368,U1J,PE,LZ
11/24/2022,UP20221206000386,AAC7370,U1J,PM,LZ
11/24/2022,UP20221206000388,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000389,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000390,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000391,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000410,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000411,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000412,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000413,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000414,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000415,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000421,VFQ2660,B1SC3,PWH,EP
11/24/2022,UP20221206000422,VFQ2680,B1SC3,PEC,EP
11/24/2022,UP20221206000416,VFQ2640,B1SC3,PE,EP
11/24/2022,UP20221206000440,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221206000392,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000393,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000394,VAN1290,B121,PE,LZ
11/24/2022,UP20221206000457,WY50520,U1J,SDW,LZ
11/24/2022,UP20221206000459,ZF42500,B3,PE,LZ
11/24/2022,UP20221206000460,ZF42500,B3,PE,LZ
11/24/2022,UP20221206000461,ZF42500,B3,PE,LZ
11/25/2022,UP20221206000448,WH50400,JU109,PW,LZ
11/25/2022,UP20221206000458,ZE62400,B1,PE,LZ
11/25/2022,UP20221206000474,ZW44770,B1,PWH,LZ
11/25/2022,UP20221206000381,AAC7368,U1J,PE,LZ
11/25/2022,UP20221206000382,AAC7368,U1J,PE,LZ
11/25/2022,UP20221206000383,AAC7368,U1J,PE,LZ
11/25/2022,UP20221206000384,AAC7368,U1J,PE,LZ
11/25/2022,UP20221206000385,AAC7368,U1J,PE,LZ
11/25/2022,UP20221206000395,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000396,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000397,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000398,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000399,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000400,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000401,VAN1290,B121,PE,LZ
11/25/2022,UP20221206000462,ZF42500,B3,PE,LZ
11/25/2022,UP20221206000463,ZF42500,B3,PE,LZ
11/25/2022,UP20221206000464,ZF42500,B3,PE,LZ
11/25/2022,UP20221206000465,ZF42500,B3,PE,LZ
11/25/2022,UP20221206000476,ZW44790,B3,PWH,LZ
11/25/2022,UP20221206000417,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221206000418,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221206000419,VFQ2640,B1SC3,PE,EP
11/25/2022,UP20221206000420,VFQ2640,B1SC3,PE,EP
11/28/2022,UP20221206000408,VFQ2380,B113SC3,PE,JP
11/29/2022,UP20221206000409,VFQ2380,B113SC3,PE,JP
11/29/2022,UP20221206000375,AAC7366,U1J,PE,AZ
11/29/2022,UP20221206000446,VFV5520,U1J,PE,AZ
11/29/2022,UP20221206000468,ZH56740,U1J,PEC,AZ
11/29/2022,UP20221206000469,ZH56740,U1J,PEC,AZ
11/29/2022,UP20221206000470,ZH56740,U1J,PEC,AZ
11/29/2022,UP20221206000471,ZH56740,U1J,PEC,AZ
11/29/2022,UP20221206000473,ZU14100,B113,PWH,JZ
11/30/2022,UP20221206000449,WH50430,JX113C,PM,AZ
11/30/2022,UP20221206000450,WN14940,M2,SDW,AZ
11/30/2022,UP20221206000451,WY14660,JU109,PE,AZ
11/30/2022,UP20221206000452,WY14660,JU109,PE,AZ
11/30/2022,UP20221206000455,WY14680,JX113T,PE,AZ
11/30/2022,UP20221206000456,WY14680,JX113T,PE,AZ
11/23/2022,UP20221207000427,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221207000428,VFQ2690,B2ESC3,PE,EP
11/23/2022,UP20221207000429,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000430,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000431,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000438,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221207000439,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221207000440,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221207000441,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221207000442,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221207000443,VFQ2740,B3ESC3,PE,EP
11/24/2022,UP20221207000445,VFQ2750,B3ESC3,PWH,EP
11/24/2022,UP20221207000432,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000433,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000434,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000435,VFQ2690,B2ESC3,PE,EP
11/24/2022,UP20221207000436,VFQ2700,B2ESC3,PWH,EP
11/24/2022,UP20221207000437,VFQ2730,B2ESC3,PEC,EP
11/24/2022,UP20221207000447,VFQ2920,P22DSC3,SE,LP
11/24/2022,UP20221207000448,VFQ2930,P22DSC3,SW,LP
